traveler_id,age,annual_income,travel_style,preferred_continent,last_login_date,device_ppi
user_00086,46.0,18137,Relaxing,Europe,2024-05-21,566
user_00087,33.0,7689,Relaxing,Asia,2024-02-21,418
user_00088,50.0,8955,Relaxing,Asia,2024-03-10,299
user_00089,36.0,4849,Balanced,Asia,2024-09-16,302
user_00090,27.0,11372,Relaxing,America,2024-10-19,571
user_00091,68.0,6121,Relaxing,Europe,2025-01-12,317
user_00092,49.0,11250,Relaxing,Asia,2024-02-08,442
user_00093,19.0,5727,Adventurous,Asia,2024-12-13,318
user_00094,59.0,7796,Relaxing,Europe,2025-07-31,591
user_00095,34.0,6560,Balanced,Asia,2025-06-08,206
user_00096,33.0,6180,Relaxing,Europe,2025-05-20,587
user_00097,26.0,8306,Relaxing,Europe,2025-01-16,209
user_00098,55.0,8227,Relaxing,Europe,2025-02-28,515
user_00099,36.0,7896,Balanced,Europe,2025-03-11,480
user_00100,55.0,18878,Relaxing,Asia,2024-11-17,241
user_00101,41.0,11976,Relaxing,Asia,2025-08-12,246
user_00102,37.0,8021,Relaxing,America,2024-09-06,295
user_00103,,14537,Relaxing,Oceania,2024-06-28,445
user_00104,34.0,5717,Relaxing,Europe,2024-01-29,423
user_00105,41.0,5280,Balanced,Asia,2025-05-10,313
user_00106,57.0,7039,Relaxing,Europe,2024-11-21,231
user_00107,54.0,9913,Relaxing,America,2024-07-05,529
user_00108,,7567,Balanced,Europe,2024-02-24,352
user_00109,,10876,Relaxing,America,2025-05-28,416
user_00110,71.0,14309,Relaxing,Asia,2025-02-13,445
user_00111,36.0,6703,Balanced,America,2024-01-17,471
user_00112,31.0,18575,,Europe,2025-07-24,599
user_00113,41.0,3380,,Europe,2024-03-28,549
user_00114,40.0,4255,Adventurous,Europe,2024-08-10,460
user_00115,30.0,9755,Relaxing,Europe,2024-02-27,206
user_00116,39.0,5240,Adventurous,America,2025-07-15,404
user_00117,24.0,4658,Balanced,Oceania,2024-08-17,463
user_00118,55.0,10996,Balanced,Asia,2024-06-02,488
user_00119,24.0,5648,Adventurous,Europe,2024-09-29,517
user_00120,50.0,14634,Relaxing,Oceania,2024-02-15,401
user_00121,34.0,6371,Balanced,Asia,2025-03-27,315
user_00122,26.0,6429,Adventurous,Europe,2024-11-01,411
user_00123,74.0,11862,Balanced,Asia,2025-03-02,359
user_00124,32.0,11634,Relaxing,Asia,2024-04-27,328
user_00125,41.0,18973,Balanced,Oceania,2025-08-02,546
user_00126,32.0,14147,Relaxing,Europe,2024-09-07,347
user_00127,38.0,4586,Adventurous,Europe,2025-02-06,510
user_00128,36.0,5112,Adventurous,Asia,2024-07-18,277
user_00129,31.0,17040,Relaxing,Asia,2024-05-25,461
user_00130,49.0,9018,Relaxing,America,2024-02-20,251
user_00131,43.0,6233,Relaxing,Europe,2025-01-02,457
user_00132,59.0,8414,Balanced,Asia,2024-11-15,420
user_00133,49.0,9856,Balanced,Oceania,2024-07-17,238
user_00134,67.0,12263,Balanced,Europe,2025-03-16,447
user_00135,27.0,3018,Adventurous,Europe,2024-05-24,576
user_00136,54.0,15797,Balanced,Europe,2024-02-28,487
user_00137,47.0,5889,Relaxing,Asia,2024-05-22,453
user_00138,51.0,11676,,Europe,2024-08-10,315
user_00139,71.0,19772,Balanced,Europe,2024-04-09,396
user_00140,37.0,3363,Adventurous,Asia,2024-01-26,413
user_00141,37.0,5575,,America,2025-03-07,291
user_00142,42.0,10126,Balanced,Asia,2025-06-09,231
user_00143,53.0,9535,,America,2024-05-01,292
user_00144,71.0,15364,Relaxing,Asia,2025-04-09,431
user_00145,66.0,19584,Balanced,Oceania,2024-09-21,330
user_00146,45.0,13007,Balanced,America,2024-01-07,517
user_00147,57.0,5630,Relaxing,Asia,2024-08-07,422
user_00148,40.0,9060,Balanced,Oceania,2025-01-30,212
user_00149,49.0,10197,Relaxing,Europe,2025-04-01,525
user_00150,72.0,15287,Relaxing,America,2024-04-17,220
user_00151,21.0,7561,Balanced,America,2025-05-06,213
user_00152,70.0,18097,Relaxing,Asia,2025-04-04,544
user_00153,45.0,12766,Balanced,Asia,2024-01-09,526
user_00154,32.0,13222,Relaxing,Asia,2025-01-01,306
user_00155,25.0,4839,Adventurous,Europe,2024-05-04,327
user_00156,55.0,13514,Balanced,Asia,2024-06-10,231
user_00157,29.0,6481,Relaxing,Europe,2024-02-05,368
user_00158,40.0,8210,Balanced,Asia,2024-01-04,487
user_00159,41.0,10925,Balanced,Europe,2025-02-16,280
user_00160,46.0,12558,Relaxing,Asia,2024-03-27,381
user_00161,38.0,6617,Balanced,Asia,2025-04-27,557
user_00162,37.0,4793,Relaxing,Asia,2025-08-25,389
user_00163,52.0,8731,Relaxing,America,2024-02-27,454
user_00164,57.0,4986,Balanced,America,2024-05-19,540
user_00165,39.0,18468,Relaxing,Asia,2024-06-20,498
user_00166,29.0,7826,Adventurous,America,2024-09-16,586
user_00167,63.0,12257,Relaxing,America,2025-05-09,365
user_00168,49.0,19549,Relaxing,Oceania,2024-01-25,455
user_00169,68.0,14105,Balanced,Europe,2024-07-16,397
user_00170,40.0,8103,Relaxing,Asia,2025-08-01,412
user_00171,37.0,14414,Relaxing,Asia,2025-02-26,244
user_00172,,17370,Balanced,Asia,2024-04-27,501
user_00173,50.0,11961,Relaxing,Europe,2024-01-06,570
user_00174,56.0,10430,Relaxing,Europe,2024-04-06,559
user_00175,26.0,12429,Balanced,Europe,2024-03-12,212
user_00176,60.0,11992,Balanced,Asia,2025-03-07,251
user_00177,48.0,10001,Relaxing,Asia,2025-01-14,464
user_00178,,18249,Balanced,Oceania,2025-07-03,524
user_00179,35.0,5954,Adventurous,Oceania,2024-02-25,242
user_00180,44.0,12597,Balanced,America,2024-04-12,206
user_00181,41.0,7407,Relaxing,Asia,2024-08-03,429
user_00182,66.0,15592,Balanced,Oceania,2024-01-21,243
user_00183,22.0,8438,Adventurous,Asia,2024-07-28,371
user_00184,29.0,4061,Adventurous,America,2024-10-17,301
user_00185,68.0,12999,,Asia,2024-07-06,422
user_00186,38.0,12989,Relaxing,Europe,2024-05-30,267
user_00187,42.0,6801,Adventurous,America,2024-07-09,321
user_00188,30.0,12735,Balanced,America,2025-02-10,276
user_00189,50.0,9882,Relaxing,America,2024-08-01,499
user_00190,43.0,14127,Balanced,Oceania,2025-07-07,495
user_00191,66.0,10227,Relaxing,Europe,2025-04-22,404
user_00192,44.0,5664,Adventurous,Europe,2024-07-12,517
user_00193,19.0,5895,Balanced,Asia,2024-09-06,370
user_00194,47.0,10870,Relaxing,Asia,2025-08-15,417
user_00195,63.0,7545,Relaxing,America,2024-02-10,504
user_00196,,13307,Balanced,America,2025-01-04,392
user_00197,37.0,13250,Relaxing,Asia,2024-01-20,532
user_00198,32.0,7259,Adventurous,Asia,2024-01-09,352
user_00199,36.0,8763,Balanced,Asia,2024-07-21,240
user_00200,30.0,4226,Adventurous,America,2025-08-12,222
user_00201,39.0,4946,Relaxing,Asia,2024-01-18,385
user_00202,51.0,19057,Relaxing,Asia,2024-11-14,415
user_00203,43.0,16333,Relaxing,Asia,2024-10-08,242
user_00204,,3897,Adventurous,Asia,2025-04-20,560
user_00205,58.0,4792,Relaxing,America,2024-09-08,312
user_00206,,7772,Balanced,Oceania,2024-12-05,430
user_00207,61.0,6164,Balanced,Asia,2025-04-06,309
user_00208,27.0,4554,Relaxing,Asia,2025-02-04,337
user_00209,74.0,17179,Relaxing,America,2025-01-05,304
user_00210,65.0,14811,Balanced,America,2024-10-08,515
user_00211,27.0,7403,Relaxing,Asia,2025-01-24,584
user_00212,42.0,6254,Relaxing,Asia,2024-12-02,339
user_00213,33.0,5366,Relaxing,Oceania,2024-12-10,454
user_00214,32.0,13753,Relaxing,Europe,2025-06-02,548
user_00215,29.0,12295,Relaxing,Oceania,2024-09-29,274
user_00216,61.0,17343,Relaxing,Asia,2024-09-09,432
user_00217,74.0,15569,Relaxing,Europe,2025-01-08,600
user_00218,54.0,13238,Relaxing,Europe,2025-08-26,411
user_00219,28.0,11419,Relaxing,America,2024-01-06,257
user_00220,40.0,8615,Balanced,Oceania,2025-02-17,237
user_00221,25.0,9956,Relaxing,Asia,2025-08-08,461
user_00222,51.0,11369,Relaxing,Europe,2025-05-12,411
user_00223,43.0,13594,Balanced,Asia,2024-02-25,337
user_00224,68.0,6402,Balanced,America,2025-02-01,481
user_00225,60.0,13199,Balanced,America,2024-08-25,257
user_00226,43.0,12264,Balanced,America,2025-05-04,472
user_00227,41.0,4155,Balanced,Asia,2024-01-22,252
user_00228,41.0,10480,Balanced,Asia,2025-03-16,405
user_00229,28.0,5785,Adventurous,Asia,2024-02-10,204
user_00230,48.0,9678,Relaxing,Asia,2024-09-14,522
user_00231,21.0,4435,,Asia,2025-03-26,306
user_00232,46.0,7188,Relaxing,Oceania,2024-02-17,442
user_00233,35.0,14394,,Europe,2025-05-17,347
user_00234,53.0,7334,Balanced,Europe,2024-05-18,378
user_00235,75.0,11642,Relaxing,America,2024-07-20,373
user_00236,39.0,12403,Relaxing,America,2025-05-23,522
user_00237,44.0,6789,Balanced,Europe,2024-10-12,586
user_00238,73.0,12896,Balanced,Asia,2024-08-20,592
user_00239,34.0,4754,Relaxing,Asia,2024-11-11,338
user_00240,70.0,8751,Balanced,Europe,2025-04-05,374
user_00241,27.0,5519,Balanced,America,2025-07-03,452
user_00242,34.0,8875,Adventurous,America,2025-08-09,449
user_00243,22.0,8427,Balanced,Europe,2024-11-16,568
user_00244,74.0,11140,Balanced,America,2024-06-23,596
user_00245,56.0,11138,Balanced,America,2024-02-08,335
user_00246,24.0,5084,Balanced,Oceania,2025-03-08,221
user_00247,53.0,10399,Relaxing,America,2025-04-29,237
user_00248,20.0,5102,Adventurous,Asia,2025-08-07,226
user_00249,32.0,3523,Balanced,Asia,2024-02-27,481
user_00250,33.0,3462,Adventurous,Europe,2025-05-10,478
user_00251,62.0,17322,Balanced,Europe,2025-08-23,319
user_00252,60.0,7463,Balanced,Europe,2024-05-13,452
user_00253,20.0,46896,Adventurous,Asia,2025-05-23,558
user_00254,46.0,12201,Balanced,America,2025-08-29,264
user_00255,57.0,17257,Balanced,Asia,2024-06-04,273
user_00256,47.0,10967,Relaxing,Oceania,2024-07-19,502
user_00257,26.0,6297,Balanced,Europe,2025-05-13,516
user_00258,25.0,13727,Relaxing,Asia,2025-02-05,373
user_00259,45.0,9982,Relaxing,Asia,2025-05-10,587
user_00260,69.0,9965,Balanced,Asia,2025-05-02,459
user_00261,30.0,6792,Relaxing,Asia,2024-06-08,484
user_00262,21.0,4828,Adventurous,America,2024-07-29,272
user_00263,64.0,6181,Balanced,Asia,2025-03-28,278
user_00264,27.0,8893,Relaxing,America,2024-03-10,243
user_00265,26.0,3753,Adventurous,Asia,2024-11-09,432
user_00266,36.0,8856,Relaxing,Asia,2025-03-06,202
user_00267,26.0,7655,Relaxing,America,2025-01-16,278
user_00268,46.0,12484,Relaxing,Europe,2024-06-15,576
user_00269,60.0,19572,Balanced,Europe,2025-01-25,380
user_00270,51.0,16846,Relaxing,Asia,2024-11-14,338
user_00271,39.0,7179,Adventurous,Asia,2024-04-26,589
user_00272,18.0,4235,Adventurous,Asia,2025-05-26,502
user_00273,21.0,3778,Adventurous,Europe,2024-07-21,206
user_00274,30.0,7929,,Asia,2024-06-10,570
user_00275,29.0,7735,Relaxing,Europe,2025-04-06,565
user_00276,59.0,12114,Relaxing,America,2025-07-08,523
user_00277,30.0,7272,Adventurous,Asia,2024-07-19,412
user_00278,26.0,14669,Relaxing,Oceania,2024-08-18,200
user_00279,48.0,6168,Relaxing,Asia,2025-05-30,383
user_00280,41.0,6230,Adventurous,America,2024-07-24,450
user_00281,,4724,Adventurous,America,2024-11-26,414
user_00282,40.0,18893,Relaxing,Asia,2025-08-28,276
user_00283,68.0,10649,Balanced,Oceania,2024-12-12,242
user_00284,53.0,17613,Balanced,Europe,2024-12-14,356
user_00285,35.0,14081,Balanced,Asia,2024-06-08,217
user_00286,58.0,10681,Balanced,Europe,2024-09-08,542
user_00287,26.0,12160,Relaxing,Oceania,2024-08-09,419
user_00288,,9649,Relaxing,America,2025-08-28,272
user_00289,64.0,9580,Relaxing,Asia,2025-01-28,389
user_00290,26.0,11318,Relaxing,Europe,2025-01-30,562
user_00291,75.0,14614,Relaxing,Asia,2024-06-15,461
user_00292,32.0,10015,Relaxing,Europe,2025-03-27,343
user_00293,18.0,39296,Adventurous,Europe,2024-05-17,328
user_00294,30.0,12149,Balanced,Asia,2024-07-28,477
user_00295,46.0,10553,Relaxing,Europe,2025-08-07,501
user_00296,44.0,5643,Relaxing,Oceania,2024-08-01,389
user_00297,20.0,8488,Adventurous,Europe,2024-12-25,350
user_00298,,10010,Balanced,America,2024-08-22,506
user_00299,56.0,6934,Relaxing,Asia,2025-01-31,583
user_00300,37.0,12665,Balanced,Oceania,2024-10-30,294
user_00301,58.0,19133,Balanced,Asia,2024-04-18,237
user_00302,27.0,4215,Balanced,Europe,2025-01-24,355
user_00303,57.0,8776,Balanced,America,2024-04-29,499
user_00304,25.0,6340,Relaxing,America,2024-07-28,546
user_00305,,11706,Relaxing,Asia,2025-03-02,241
user_00306,32.0,5538,Adventurous,Europe,2025-06-27,515
user_00307,43.0,6090,Relaxing,Europe,2024-11-25,325
user_00308,41.0,15837,Balanced,Asia,2024-08-13,512
user_00309,31.0,8282,Balanced,Europe,2024-05-26,276
user_00310,74.0,17279,Balanced,Asia,2024-12-05,295
user_00311,36.0,9334,Relaxing,Asia,2025-07-17,462
user_00312,38.0,8536,Balanced,Asia,2024-06-28,506
user_00313,68.0,9259,Relaxing,Asia,2024-10-16,424
user_00314,19.0,4521,Adventurous,America,2024-07-05,310
user_00315,,4351,Balanced,Europe,2025-04-30,437
user_00316,37.0,10380,Relaxing,Europe,2024-12-02,404
user_00317,27.0,7345,Balanced,Asia,2024-04-17,487
user_00318,74.0,10634,Balanced,Asia,2024-05-05,462
user_00319,72.0,6567,Balanced,Europe,2024-02-03,275
user_00320,42.0,6120,Balanced,Asia,2025-03-13,342
user_00321,48.0,11741,Relaxing,America,2024-10-02,514
user_00322,57.0,9655,Relaxing,Oceania,2025-05-08,568
user_00323,32.0,14299,Relaxing,America,2024-06-30,284
user_00324,74.0,6620,Balanced,Europe,2024-08-26,595
user_00325,34.0,3063,Adventurous,Europe,2024-12-13,451
user_00326,40.0,9896,Balanced,Oceania,2024-05-25,532
user_00327,36.0,5203,Relaxing,Europe,2024-02-13,431
user_00328,37.0,10619,Relaxing,Europe,2025-05-13,494
user_00329,49.0,10798,Relaxing,Europe,2024-10-21,518
user_00330,71.0,19831,Balanced,America,2025-06-14,329
user_00331,55.0,6958,Relaxing,Europe,2024-07-29,484
user_00332,21.0,38929,Adventurous,Europe,2025-02-05,516
user_00333,52.0,18934,Relaxing,America,2024-08-18,228
user_00334,72.0,6762,Balanced,America,2024-12-04,427
user_00335,42.0,15552,Relaxing,Europe,2024-01-05,493
user_00336,57.0,10335,Balanced,America,2024-11-06,206
user_00337,37.0,3735,Adventurous,Asia,2024-06-10,229
user_00338,46.0,12995,Relaxing,America,2024-08-03,414
user_00339,40.0,12319,Relaxing,Asia,2024-06-19,314
user_00340,68.0,8051,Balanced,Europe,2024-09-08,414
user_00341,48.0,6264,Relaxing,America,2024-02-07,363
user_00342,42.0,4019,Relaxing,Europe,2024-08-15,369
user_00343,60.0,13807,Relaxing,Asia,2024-10-04,420
user_00344,31.0,10857,Relaxing,Asia,2024-10-11,459
user_00345,40.0,12746,Relaxing,Oceania,2025-05-24,411
user_00346,50.0,11296,Relaxing,Asia,2024-12-31,460
user_00347,29.0,12748,Relaxing,Asia,2024-03-08,501
user_00348,56.0,12053,Balanced,Europe,2024-04-13,530
user_00349,40.0,18381,Balanced,Europe,2025-02-04,329
user_00350,50.0,6725,Relaxing,America,2024-09-02,304
user_00351,42.0,8599,Balanced,America,2024-07-10,253
user_00352,19.0,3895,Balanced,America,2024-10-22,307
user_00353,47.0,8887,Relaxing,Oceania,2024-05-23,514
user_00354,35.0,8545,Relaxing,America,2024-01-26,488
user_00355,75.0,19489,,Asia,2024-09-07,454
user_00356,57.0,6828,Relaxing,Europe,2025-08-29,477
user_00357,71.0,17677,Balanced,Europe,2024-07-11,246
user_00358,45.0,9732,Relaxing,Europe,2025-01-15,333
user_00359,40.0,7306,Balanced,Asia,2024-01-02,223
user_00360,47.0,6469,Balanced,Europe,2025-08-25,316
user_00361,69.0,19055,Relaxing,America,2024-02-14,438
user_00362,38.0,7278,Balanced,Europe,2024-01-03,581
user_00363,53.0,6038,Relaxing,Europe,2025-03-24,506
user_00364,44.0,9432,Relaxing,Europe,2025-07-29,573
user_00365,33.0,7590,Adventurous,Asia,2024-05-14,240
user_00366,33.0,10808,Relaxing,Europe,2024-10-17,449
user_00367,28.0,4649,Balanced,Asia,2024-10-04,522
user_00368,38.0,5320,Adventurous,Europe,2024-06-24,288
user_00369,55.0,12520,Relaxing,America,2024-10-08,291
user_00370,67.0,6544,Balanced,America,2024-04-29,576
user_00371,75.0,12216,Relaxing,Asia,2024-06-22,280
user_00372,41.0,13117,Balanced,Asia,2025-03-14,329
user_00373,72.0,10599,Relaxing,America,2025-04-03,290
user_00374,56.0,5387,Relaxing,Asia,2024-12-06,299
user_00375,75.0,19092,Balanced,Asia,2024-04-30,277
user_00376,53.0,10805,Relaxing,Europe,2025-07-28,242
user_00377,25.0,7106,Adventurous,America,2025-05-07,322
user_00378,42.0,10483,Relaxing,America,2024-10-02,487
user_00379,40.0,6119,Adventurous,Oceania,2024-01-29,595
user_00380,33.0,18527,Relaxing,Asia,2024-08-31,222
user_00381,40.0,13119,Balanced,Asia,2024-11-16,343
user_00382,49.0,12591,Balanced,Europe,2024-12-17,457
user_00383,28.0,8690,Relaxing,America,2025-06-15,206
user_00384,39.0,6597,Adventurous,Asia,2024-03-21,476
user_00385,34.0,5595,Relaxing,Europe,2024-10-19,385
user_00386,21.0,8489,Adventurous,Europe,2024-10-20,294
user_00387,70.0,18355,Balanced,America,2025-05-11,581
user_00388,52.0,17903,Balanced,Asia,2025-04-02,576
user_00389,26.0,3565,Adventurous,Oceania,2025-07-11,224
user_00390,19.0,5320,Adventurous,Europe,2024-02-29,490
user_00391,19.0,3900,Adventurous,Asia,2025-08-30,426
user_00392,54.0,8968,Relaxing,Asia,2025-06-26,372
user_00393,55.0,14482,Relaxing,Asia,2025-01-14,334
user_00394,40.0,5771,Balanced,Europe,2024-11-19,487
user_00395,58.0,15166,Balanced,America,2024-03-02,508
user_00396,43.0,3531,Balanced,Asia,2024-05-25,268
user_00397,21.0,4522,Adventurous,Europe,2024-12-27,480
user_00398,36.0,6006,Balanced,America,2024-02-22,550
user_00399,25.0,4044,Balanced,Asia,2025-02-05,541
user_00400,26.0,8839,Adventurous,Europe,2025-07-16,557
user_00401,64.0,13203,Balanced,Asia,2025-03-24,532
user_00402,22.0,3132,Balanced,Asia,2024-03-23,430
user_00403,30.0,9694,Balanced,Europe,2025-01-13,585
user_00404,37.0,4726,Adventurous,Asia,2025-04-02,541
user_00405,32.0,6591,Balanced,Europe,2024-03-21,516
user_00406,28.0,3025,Balanced,Oceania,2025-05-28,592
user_00407,75.0,8219,Balanced,Asia,2024-11-04,506
user_00408,59.0,15029,Relaxing,Asia,2025-05-08,457
user_00409,26.0,4261,Adventurous,America,2024-08-23,372
user_00410,74.0,17673,Balanced,Asia,2024-02-06,231
user_00411,44.0,14725,Balanced,Asia,2024-11-20,399
user_00412,43.0,3933,Adventurous,Europe,2024-02-25,279
user_00413,29.0,4050,Adventurous,Oceania,2024-04-30,552
user_00414,57.0,14589,Relaxing,Asia,2024-11-09,274
user_00415,25.0,9217,Relaxing,Oceania,2024-07-29,463
user_00416,30.0,11086,Relaxing,America,2024-04-12,284
user_00417,52.0,13508,Balanced,Europe,2025-03-14,416
user_00418,54.0,8653,Balanced,America,2024-02-07,320
user_00419,50.0,10700,Balanced,Asia,2025-02-17,219
user_00420,44.0,3792,Adventurous,Asia,2024-08-11,348
user_00421,30.0,6175,Adventurous,Asia,2024-10-19,206
user_00422,36.0,8963,Adventurous,Asia,2024-06-03,576
user_00423,47.0,19349,Relaxing,Oceania,2024-02-01,577
user_00424,55.0,14864,Balanced,Europe,2024-08-21,592
user_00425,39.0,9202,Balanced,Europe,2025-05-03,285
user_00426,56.0,11532,Relaxing,America,2025-07-23,585
user_00427,41.0,12092,Relaxing,Oceania,2024-11-28,346
user_00428,21.0,4060,Adventurous,Oceania,2024-01-17,515
user_00429,56.0,16670,Relaxing,America,2025-02-17,386
user_00430,62.0,6388,Balanced,Asia,2024-08-27,524
user_00431,30.0,12197,Balanced,Asia,2024-10-12,500
user_00432,18.0,6202,Adventurous,Asia,2024-12-11,517
user_00433,42.0,9615,Relaxing,Asia,2025-01-09,593
user_00434,33.0,13840,Relaxing,Asia,2024-01-16,578
user_00435,46.0,19270,Balanced,Oceania,2025-08-09,392
user_00436,33.0,6995,Relaxing,Oceania,2024-09-16,481
user_00437,72.0,9256,Relaxing,Europe,2024-12-26,387
user_00438,39.0,6448,Adventurous,America,2025-02-02,217
user_00439,,7284,Relaxing,Europe,2025-04-04,514
user_00440,,12058,Relaxing,Asia,2025-05-30,348
user_00441,36.0,12630,Balanced,Oceania,2024-03-25,245
user_00442,31.0,5710,Adventurous,Asia,2024-03-03,211
user_00443,,8859,Balanced,America,2024-04-09,429
user_00444,64.0,8393,Balanced,Asia,2024-10-21,312
user_00445,34.0,3068,Adventurous,America,2024-06-10,359
user_00446,35.0,4866,Balanced,Europe,2024-06-26,426
user_00447,22.0,4948,Adventurous,Europe,2025-03-19,382
user_00448,37.0,6901,Adventurous,Asia,2024-11-23,254
user_00449,72.0,9121,Relaxing,Europe,2024-11-23,465
user_00450,56.0,15116,Balanced,Europe,2024-02-11,234
user_00451,28.0,7122,Adventurous,Asia,2024-08-29,279
user_00452,55.0,10165,Relaxing,America,2024-12-07,205
user_00453,39.0,4812,Relaxing,America,2024-03-31,326
user_00454,18.0,5153,Adventurous,Europe,2024-01-28,267
user_00455,58.0,13695,Balanced,Asia,2025-04-03,389
user_00456,26.0,5730,Relaxing,America,2025-01-19,443
user_00457,64.0,9354,Relaxing,Asia,2025-05-01,208
user_00458,39.0,7424,Relaxing,Asia,2024-08-07,356
user_00459,33.0,9397,Relaxing,Asia,2024-09-20,270
user_00460,66.0,11417,Balanced,Asia,2024-04-30,333
user_00461,46.0,9768,Relaxing,Europe,2024-02-15,499
user_00462,50.0,9471,Relaxing,Asia,2024-10-06,519
user_00463,35.0,6227,Relaxing,Europe,2024-04-24,448
user_00464,52.0,11639,Relaxing,Europe,2024-06-16,522
