car_id,accident_yn,option_count,prev_owners,repair_cost,price
97,0,1.0,2,58.25773286762697,1921
98,0,1.0,1,66.76447912779875,1636
99,0,3.0,1,52.545957674518675,1257
100,0,1.0,1,39.72128198073893,2226
101,0,0.0,1,41.27861363907272,1597
102,0,,1,54.40791414251931,2143
103,0,2.0,3,,1838
104,0,2.0,1,,2441
105,1,1.0,2,40.394834249516684,2558
106,0,1.0,1,25.6323879451835,1755
107,0,4.0,1,57.18772154641006,2123
108,1,3.0,1,40.449402940025934,2377
109,0,0.0,2,65.67363898072733,1686
110,0,1.0,3,50.150772609152014,2054
111,0,3.0,1,63.09626408729645,2325
112,0,3.0,1,,1670
113,1,1.0,2,52.86772526459642,2249
114,1,2.0,1,36.01473585232167,2103
115,0,3.0,2,25.592526938475597,2079
116,1,1.0,1,32.7778424385797,1988
117,1,0.0,2,39.11045816448282,1713
118,0,2.0,2,74.89389054047703,2024
119,1,3.0,1,38.58119201014681,2311
120,0,2.0,2,24.569194994435538,2288
121,1,3.0,1,52.629548449933374,2259
122,1,0.0,1,50.58361321355349,1739
123,0,2.0,1,40.15893975979604,1958
124,0,4.0,1,,1964
125,0,4.0,1,69.52454171993142,2583
126,0,2.0,4,63.414115307983536,2563
127,1,2.0,2,61.68460413747462,2131
128,1,1.0,1,26.326424309595392,1831
129,0,1.0,3,,1415
130,0,0.0,1,71.02504420548443,1664
131,0,2.0,2,60.34057126381744,1711
132,0,0.0,1,26.71376451205581,1768
133,0,1.0,2,68.95460225468216,1551
134,0,3.0,2,39.97742979401344,1914
135,1,0.0,2,,1628
136,0,2.0,1,16.384414478814342,2353
137,0,1.0,1,25.170338281189814,1987
138,1,2.0,1,,2515
139,0,0.0,1,70.1246935054098,2499
140,1,2.0,1,63.698088395900704,2256
141,1,1.0,2,63.016379934858975,2004
142,0,3.0,3,,1880
143,0,3.0,1,41.865859692675755,1929
144,0,2.0,1,55.77790287130787,1885
145,0,2.0,3,66.42816646200548,1958
146,0,2.0,3,50.09724509867183,1290
147,0,0.0,1,74.2050403982681,1744
148,0,2.0,1,45.698614723679846,2221
149,0,2.0,2,30.394421294078978,1601
150,0,1.0,2,49.79275515917998,1989
151,1,3.0,1,,2141
152,0,1.0,2,,1651
153,0,1.0,2,75.61311121764523,1295
154,0,2.0,1,66.10603961448078,2097
155,1,1.0,2,,2174
156,0,1.0,1,80.68734028396571,1860
157,0,0.0,2,0.0,1909
158,1,3.0,2,,2102
159,0,2.0,1,44.253889728862475,1922
160,1,2.0,2,46.208645266969995,1735
161,0,4.0,2,,1972
162,0,1.0,4,57.70410865680361,1911
163,0,3.0,1,49.994735974663136,2320
164,0,2.0,1,47.33209622325465,2231
165,0,2.0,4,76.17836618712371,1593
166,1,1.0,2,61.311921595017,2217
167,0,3.0,3,30.823922912584774,1898
168,0,1.0,1,64.81347828671448,2464
169,0,2.0,1,60.48214006366678,1889
170,0,1.0,1,39.09452548837562,1923
171,0,,3,65.84276852724322,2502
172,0,3.0,3,46.848547975539205,1589
173,0,1.0,2,45.566530557497984,1973
174,0,2.0,1,45.02173765134131,1723
175,0,0.0,1,1.4376388609520134,1903
176,0,2.0,2,39.46601334130797,1905
177,0,2.0,2,64.26346484251202,2077
178,0,0.0,2,49.55177514192474,2306
179,1,3.0,1,24.296271402885008,2200
180,0,4.0,1,69.29262510384075,1716
181,0,0.0,1,44.02799680913209,1978
182,0,3.0,2,25.568490186769537,1684
183,1,1.0,1,94.12024923342031,2016
184,1,2.0,3,28.936548110244885,1874
185,0,3.0,2,67.5898302257142,2294
186,0,2.0,1,34.613717982907914,2265
187,1,0.0,1,52.716536691476435,1722
188,0,0.0,3,31.956380732636486,1932
189,0,1.0,1,25.213916374526825,2187
190,0,4.0,1,60.444050893428184,1855
191,0,1.0,3,58.10581090268801,1433
192,1,0.0,2,72.89298888438128,1879
193,1,2.0,2,49.31236139408274,2120
194,0,0.0,1,94.40703588252984,1970
195,0,3.0,3,55.366933348740716,1870
196,0,3.0,1,61.335493624744245,1808
197,1,2.0,1,22.831415097855434,2739
198,1,4.0,1,37.718313697549384,2204
199,1,0.0,1,60.393594010319546,1923
200,1,4.0,4,,2102
201,0,1.0,2,53.753662700692715,2014
202,0,2.0,2,33.67012488571613,1564
203,0,1.0,4,,1593
204,1,1.0,1,52.37091783183472,1768
205,0,4.0,1,26.39129960229522,1916
206,0,0.0,2,62.850996893611814,1474
207,0,0.0,2,,1448
208,0,3.0,1,53.684761611953675,2248
209,0,1.0,1,,1227
210,0,,1,63.611010756381646,1760
211,0,1.0,1,,2542
212,0,2.0,1,32.0514665010263,2287
213,0,3.0,1,85.38124106305722,2263
214,0,3.0,1,77.53436189204578,1636
215,1,1.0,1,33.12819954208865,1863
216,0,1.0,1,,1801
217,0,1.0,4,75.09312089853375,2394
218,1,2.0,3,,2151
219,0,2.0,2,24.706279298194236,2140
220,1,4.0,4,29.92578460550847,1951
221,0,4.0,4,,1915
222,0,4.0,1,6.5781194111497,2437
223,0,2.0,1,,1566
224,0,2.0,4,73.71487028059968,1802
225,0,0.0,2,21.227259675285012,1802
226,0,2.0,1,52.54213929950174,1895
227,1,1.0,2,38.364585900093736,2165
228,0,2.0,1,82.79891897507835,1845
229,1,2.0,1,38.604162757338976,2174
230,0,1.0,1,80.37986175497167,1785
231,1,5.0,1,38.05089858377546,2141
232,0,1.0,1,65.4235161066826,1546
233,0,3.0,3,55.03891236725398,2004
234,0,2.0,1,,2168
235,0,3.0,1,34.18942861892049,2181
236,1,4.0,1,56.461908426357866,2336
237,0,1.0,2,41.18929475030176,1780
238,0,0.0,4,36.20467550383724,1136
239,0,4.0,1,79.45445482751441,2133
240,0,3.0,1,,1793
241,1,1.0,1,62.87277903814406,2821
242,1,2.0,2,42.16802962775475,2687
243,1,4.0,1,,2552
244,0,3.0,1,45.02846665297777,1888
245,0,1.0,1,56.74477825001954,1391
246,1,0.0,1,62.83606903685012,2137
247,0,4.0,3,49.394972593768564,1844
248,1,1.0,1,34.14710011638718,2381
249,1,1.0,1,65.21140914053098,2275
250,1,3.0,3,50.66807736416673,2034
251,0,3.0,3,,1621
252,0,2.0,1,7.29410499840624,1799
253,1,0.0,4,55.95794350920947,1851
254,0,3.0,2,33.41052402244593,1709
255,0,1.0,1,58.62124258792905,1513
256,0,1.0,1,34.487633822721314,2177
257,1,2.0,1,52.663715449900145,2034
258,0,1.0,1,,2692
259,0,,1,85.03841620546609,2470
260,0,2.0,2,69.00631315637288,1636
261,0,1.0,3,76.9459380037566,1829
262,1,3.0,1,50.48095538238132,2036
263,0,1.0,1,66.44721878229763,2210
264,0,1.0,1,51.833001552022836,1953
265,1,4.0,2,79.39182734867452,2493
266,1,1.0,2,48.54875869487453,2093
267,0,3.0,1,22.050213192784124,1903
268,1,1.0,2,10.027569494921224,2554
269,0,0.0,1,83.3662223912903,1520
270,0,3.0,2,59.570089483017185,1832
271,1,1.0,1,60.88513700083483,1865
272,1,0.0,1,79.79295684583164,2362
273,1,3.0,1,16.96530112548089,2701
274,1,1.0,3,,2048
275,0,1.0,2,45.27860340769933,1999
276,0,4.0,4,64.8455046641403,2188
277,1,2.0,1,36.147195497982345,2634
278,0,3.0,1,25.972525129704202,2288
279,1,2.0,1,25.79302698005786,2015
280,1,1.0,2,72.98836152544041,1992
281,1,0.0,3,,2098
282,0,2.0,3,38.95965031356377,1859
283,0,0.0,2,62.689963014558096,2060
284,0,3.0,2,36.021091835302,2075
285,0,,3,,2173
286,0,0.0,1,18.36597652550202,1375
287,0,1.0,3,48.863852065690836,1722
288,0,1.0,3,59.94656860730443,1873
289,0,4.0,1,45.9550951229916,2456
290,0,3.0,2,58.60885407618138,1985
291,0,3.0,1,,2032
292,0,1.0,1,19.093929180637836,1300
293,1,2.0,2,,1970
294,0,3.0,1,74.6556854427336,2522
295,0,3.0,1,65.37943783797036,1529
296,0,4.0,3,36.80550658531122,2560
297,1,0.0,1,45.23987618539098,2032
298,0,0.0,1,49.966453657327996,1689
299,0,3.0,2,76.28692227433048,2465
300,0,2.0,1,58.055655328901835,1415
301,0,1.0,1,60.51827602575603,1631
302,0,1.0,1,46.646901297650004,2062
303,0,1.0,1,65.85330133680169,2399
304,0,3.0,1,56.04645494862547,2037
305,1,1.0,3,50.880454654913606,2057
306,1,0.0,1,35.138316556274575,1948
307,0,1.0,1,47.72856515796735,2065
308,0,5.0,4,28.40934592440089,1889
309,1,1.0,3,49.1972198802609,1933
310,0,0.0,1,51.778227159297984,1585
311,0,3.0,2,1.9096323078737214,1790
312,0,2.0,2,,1392
313,0,,2,26.48239590790815,1404
314,1,1.0,2,59.97278651033389,2191
315,1,4.0,1,62.743194871019895,2761
316,0,1.0,1,41.47320364669365,2121
317,0,2.0,1,60.980441742438316,1860
318,0,2.0,2,61.82133872670122,1543
319,0,1.0,2,45.40568321176464,1729
320,0,4.0,1,80.68573950607316,1713
321,0,1.0,1,35.49850125986997,1880
322,1,0.0,4,79.42731406506333,1777
323,0,2.0,1,,2097
324,0,0.0,1,33.133472935480654,1586
325,1,3.0,2,42.969030483912356,2204
326,1,0.0,1,28.01221544541353,1932
327,0,5.0,1,65.69115734778406,2046
328,0,3.0,1,17.944620438494475,2022
329,0,1.0,2,77.79217107537653,2225
330,0,2.0,1,,1505
331,0,2.0,3,66.73306743691909,2239
332,1,2.0,1,50.48451722120936,2275
333,0,1.0,2,55.416305660991924,1263
334,0,4.0,1,38.19913257445272,1959
335,0,1.0,1,57.056160006662644,1314
336,0,4.0,2,52.69948577101728,1981
337,1,0.0,1,20.841778636613448,1887
338,1,2.0,2,30.749999941334842,2104
339,0,2.0,1,,1615
340,0,1.0,1,34.900069637471006,1459
341,0,4.0,2,,2118
342,0,,2,,1618
343,0,4.0,1,34.42657304720236,1862
344,0,2.0,3,40.18460351993921,1425
345,0,3.0,1,39.91073832905867,2341
346,0,3.0,1,44.23901055989869,2109
347,0,1.0,1,28.493411905608006,1699
348,0,0.0,1,33.72137778805362,1613
349,0,1.0,1,65.3321382232842,1696
350,0,2.0,2,53.70686206733827,1850
351,0,,1,46.95324906919599,1650
352,1,4.0,1,,2005
353,0,1.0,4,,1834
354,0,3.0,1,45.817377905367124,2364
355,0,4.0,1,60.34209677414958,1682
356,0,4.0,1,58.86319971695852,1949
357,0,1.0,1,18.56474053545569,1280
358,0,2.0,1,47.36875628181514,1667
359,1,3.0,1,19.883612013184695,2322
360,0,0.0,2,62.711544069114126,2118
361,0,,2,65.35333113700567,1425
362,0,2.0,2,37.784422047166075,1928
363,0,3.0,2,47.66482089330568,2670
364,0,2.0,1,7.771194057555078,2097
365,1,1.0,1,69.45579628184053,2009
366,0,1.0,2,64.19347480502805,2026
367,1,0.0,1,73.00170523475052,1926
368,1,2.0,1,79.73088280674199,2414
369,0,,2,25.517814140464495,1806
370,0,1.0,1,67.76088403276883,1571
371,0,2.0,2,79.5860888883692,1578
372,0,3.0,1,20.10844257941528,2120
373,0,2.0,4,46.57577576308573,1680
374,0,2.0,2,42.731960335411515,2698
375,0,3.0,1,67.10923728382997,1549
376,0,2.0,2,2.1211786731184006,1594
377,1,2.0,2,86.31915392464389,2647
378,0,1.0,2,47.74925871610813,1119
379,1,4.0,1,68.32188804034291,2620
380,0,5.0,1,48.79525524616818,2189
381,0,1.0,1,,2185
382,0,1.0,1,3.571634827677002,2104
383,0,4.0,3,42.3023525439858,2153
384,1,2.0,1,66.95522422687357,2728
385,1,4.0,1,,2228
386,1,3.0,1,17.26317814546485,1707
387,0,2.0,3,51.22849787753226,1503
388,0,2.0,2,33.6251534827699,1619
389,1,0.0,2,31.89161497653124,2182
390,1,2.0,3,19.586114533665647,1895
391,1,0.0,3,62.3740524381426,1998
392,0,4.0,2,72.2602888787127,2166
393,0,3.0,1,92.4028626832569,2185
394,1,3.0,1,20.519032165141432,1945
395,0,0.0,2,65.34744322452951,1761
396,1,4.0,1,66.66342740841816,1982
397,1,,2,38.38990645563983,2164
398,0,1.0,1,31.648432291813386,2477
399,1,1.0,2,28.285153580661394,1963
400,1,3.0,1,39.452935130795694,1959
401,0,2.0,1,54.052431917118994,1574
402,1,1.0,2,77.20224021013625,1917
403,0,2.0,1,,1967
404,1,1.0,2,17.691661114626747,2016
405,0,2.0,2,34.22313502798976,1739
406,1,3.0,4,75.9928074861894,2016
407,0,2.0,3,35.37814334809864,1837
408,0,1.0,1,48.86171673179648,1349
409,1,0.0,2,15.89422130771829,1894
410,0,0.0,1,,1287
411,0,1.0,1,11.745035882972239,2586
412,1,2.0,2,17.143788384267616,2070
413,1,2.0,2,,2881
414,0,2.0,1,88.40123359133113,1938
415,0,1.0,1,44.1877783055017,1847
416,0,1.0,3,49.0627437627435,1973
417,0,2.0,1,68.16559119565977,2538
418,0,0.0,3,55.78895629394765,1415
419,0,1.0,2,42.535636412466715,2666
420,1,3.0,1,40.290927572286144,2069
421,1,0.0,1,18.66404085030033,1849
422,1,0.0,1,54.6588354424044,2479
423,0,1.0,3,48.16166355861048,1864
424,0,1.0,3,41.24307641774639,1733
425,0,0.0,2,29.963704088752227,1479
426,0,2.0,1,31.98938293413139,1966
427,0,2.0,2,62.367538410133996,1936
428,1,2.0,1,67.63327296818095,2024
429,0,0.0,2,43.45767687418766,1805
430,0,3.0,1,41.35040853507242,1680
431,0,0.0,3,32.92703906771593,1535
432,1,2.0,2,68.73640087148516,2577
433,0,3.0,1,50.61991539311814,2133
434,0,4.0,3,57.358019586545296,1428
435,0,2.0,1,57.16940260186926,1906
436,1,2.0,1,43.84596758932126,1857
437,0,1.0,1,26.69279800313157,1272
438,1,4.0,2,30.077336886281614,2406
439,1,3.0,3,,1709
440,0,3.0,3,,1697
441,0,2.0,2,41.79275360503299,1383
442,1,1.0,1,27.3121892925758,2001
443,0,3.0,1,25.67866962147186,1991
444,0,1.0,1,34.61670005942555,2222
445,1,0.0,3,83.76814368488917,1762
446,1,3.0,4,63.16074782384858,2108
447,1,2.0,1,39.46422257152754,2201
448,1,3.0,2,71.65753589103991,1803
449,0,3.0,2,46.95402253407107,2240
450,0,0.0,1,77.08680093983676,1258
451,1,3.0,2,94.23460700792427,1541
452,0,2.0,3,,1991
453,0,2.0,1,51.891019104451544,1959
454,1,3.0,3,63.98619747032719,2177
455,0,1.0,1,50.30142438564424,2047
456,0,1.0,1,13.28003272049915,1928
457,0,2.0,1,36.907491715759114,1424
458,0,1.0,3,30.968168086935655,1871
459,0,0.0,1,36.464179163382546,1157
460,0,2.0,2,85.87342865278887,1520
461,0,4.0,2,72.44299485709317,1754
462,0,2.0,1,58.81769602883294,2257
463,1,0.0,3,66.24685900902716,2369
464,0,1.0,1,,2406
465,1,5.0,3,64.5636742617906,2279
466,0,4.0,1,68.79248632404335,2528
467,0,4.0,2,5.205056246254344,1853
468,1,4.0,2,65.30473507558798,2101
469,0,3.0,3,21.518527146658293,1720
470,1,2.0,1,10.599892871079362,2087
471,0,1.0,2,76.52636433719157,2216
472,1,1.0,1,29.859019047753158,2016
473,0,1.0,1,35.681065212312454,1630
474,1,0.0,1,,1663
475,0,1.0,1,43.895234554951976,1539
476,1,4.0,3,46.39669252541835,2029
477,0,0.0,2,45.95826187124141,954
478,0,1.0,1,56.95197541949571,2189
479,1,3.0,3,45.473311672186476,2107
480,0,1.0,1,52.28252148718201,2222
481,0,2.0,2,39.92883749174588,2036
482,0,1.0,3,57.03639179758724,1948
483,0,2.0,3,,1847
484,0,3.0,1,87.95771675368366,2598
485,0,1.0,2,42.37498100652596,1867
486,1,5.0,1,46.3166896439004,1972
487,0,5.0,3,54.776486518740825,2294
488,0,1.0,2,69.2887128862944,2109
489,1,0.0,2,28.168296936455977,2070
490,1,1.0,1,52.07153043550136,2449
491,0,3.0,2,0.0,1852
492,0,1.0,2,44.569361665552094,2671
493,0,0.0,2,,2138
494,0,3.0,2,35.477151273053636,1864
495,0,2.0,3,53.53675230570624,1862
496,0,0.0,2,39.42188851232795,1673
497,0,,1,,2223
498,0,1.0,3,69.42971996536204,1302
499,1,2.0,1,29.094826203086924,2137
500,1,1.0,2,55.85930587726186,2878
501,0,0.0,3,56.16703241532318,1769
502,0,3.0,1,32.96400965922753,2127
503,0,0.0,3,53.11370513915257,1429
504,1,2.0,2,31.301043250640458,2221
505,0,1.0,2,60.43583749818316,2161
506,0,1.0,1,23.701085707142123,1666
507,1,3.0,1,43.20788993616318,2065
508,1,2.0,4,,1768
509,1,3.0,1,,2816
510,1,3.0,2,52.800861434237845,2245
511,0,5.0,1,69.10026980224119,2673
512,0,2.0,1,61.09382096979758,2523
513,1,0.0,2,60.966060017915176,2593
514,1,1.0,1,43.36133619539864,2046
515,0,1.0,4,70.41811767049774,1211
516,0,2.0,2,,1983
517,0,3.0,2,15.403490401397846,1868
518,1,4.0,1,45.704256630662144,2041
519,1,0.0,4,59.06952809288136,2211
520,0,1.0,1,17.867485625743733,1615
521,0,2.0,2,32.29795282559228,2267
522,0,2.0,1,25.388231196452885,2250
523,1,3.0,1,,2291
524,1,1.0,2,83.45725274024991,2136
525,1,1.0,2,45.806016915735675,2182
526,0,2.0,1,60.630607261365185,1705
527,0,,1,60.110387317994466,1712
528,0,3.0,2,81.07593892879923,1770
529,0,3.0,1,36.94894192094786,1698
530,1,3.0,1,45.60242070483351,1943
531,1,3.0,1,43.184627011518835,1999
532,1,2.0,1,51.50734480080526,2931
533,1,5.0,1,100.08633604233617,2339
534,0,3.0,1,50.616222303946266,1842
535,1,1.0,2,32.9057869478588,2315
536,1,4.0,1,26.91005546213762,2147
537,1,2.0,2,75.05290014626094,2152
538,0,2.0,4,32.814909920438424,1471
539,0,0.0,4,63.27173918398191,1535
540,0,1.0,3,36.406173414827435,1535
541,1,2.0,1,24.66614526833656,2585
542,0,1.0,1,62.10399200603643,2529
543,0,3.0,3,,2022
544,0,5.0,1,,2326
545,0,2.0,1,59.985658816920875,2933
546,0,2.0,2,60.92530490024937,2451
547,0,2.0,1,44.63702632113627,1626
548,0,1.0,3,63.72367113009415,1657
549,0,1.0,2,31.549073431038344,1984
550,1,3.0,2,0.9181949787173238,2064
551,0,4.0,3,64.13784346240216,1926
552,1,2.0,1,53.3118100967494,2501
553,0,4.0,2,37.79843511972058,2594
554,0,2.0,1,20.5769447604991,2372
555,1,3.0,2,9.268434023293139,2226
556,0,2.0,1,51.03486696417944,1763
557,0,3.0,2,82.97571931459905,1641
558,0,,4,,1491
559,1,3.0,1,42.77329226616909,2732
560,0,0.0,1,49.512643150083136,1846
561,1,2.0,1,93.5841022381754,1954
562,0,2.0,1,,1888
563,0,3.0,1,,1485
564,0,2.0,3,50.56207807804206,1600
565,0,0.0,1,56.64873822309882,2078
566,0,1.0,1,28.873222668423104,2043
567,0,4.0,2,65.18273244685119,1844
568,0,2.0,1,33.64382405711292,1994
569,1,2.0,1,,2624
570,0,1.0,2,51.52267107679557,2235
571,0,2.0,2,48.35688281019289,2514
572,1,1.0,1,49.97956195594611,2703
573,0,2.0,1,34.70710764674425,2762
574,0,,1,37.49774764257918,1800
575,1,2.0,1,72.56893320738222,1788
576,1,1.0,1,,2299
577,0,3.0,2,30.8650784684543,2287
578,1,1.0,3,10.986062111597846,2014
579,0,2.0,1,31.711671957755797,1960
580,0,1.0,2,53.14598144320381,2251
581,0,0.0,1,37.361365632911166,2111
582,1,1.0,2,35.80699589646358,2688
583,0,2.0,2,38.21679122138674,1974
584,0,0.0,3,48.54584874527424,1572
585,0,2.0,1,65.69255825916697,2056
586,0,2.0,1,49.991615921086144,2158
587,0,0.0,2,51.23874043035301,1539
588,0,1.0,1,45.50279272234359,1718
589,0,2.0,1,40.01286335690522,1989
590,0,0.0,1,67.8848174263986,1525
591,0,4.0,2,64.84804135688393,1812
592,0,4.0,1,90.90559835332101,2288
593,0,1.0,4,62.21128596778506,1288
594,0,2.0,1,40.03171356385074,1672
595,1,3.0,1,31.906973817796207,2426
596,0,,2,69.05890521423233,1741
597,0,3.0,1,33.7002623137978,2893
598,0,1.0,1,,1573
599,0,3.0,1,34.80172012214772,1768
600,0,1.0,1,56.98316767574561,1326
601,0,1.0,2,28.804975702672756,1998
602,0,1.0,1,65.59770708664162,1982
603,0,3.0,3,25.32656688981502,1734
604,0,0.0,2,55.45914659013403,2285
605,0,3.0,1,,1638
606,0,0.0,1,,1825
607,0,2.0,1,42.083923316767326,1861
608,0,0.0,1,41.61480105258018,1668
609,0,0.0,2,53.095624080195435,1636
610,0,0.0,1,29.957232438202965,1891
611,0,1.0,3,29.839558766666467,1023
612,1,1.0,1,42.829010007231766,2741
613,0,3.0,1,42.05059720561985,2205
614,0,1.0,1,29.89207072391251,1484
615,1,0.0,1,68.4842938582933,1971
616,1,3.0,3,,2053
617,0,2.0,2,45.466755940077775,1551
618,0,1.0,1,23.44943348060907,2050
619,1,1.0,3,91.43271709224238,2132
620,1,3.0,3,98.54134791109826,2424
621,0,3.0,2,34.39202843191303,2331
622,0,1.0,3,74.52172762338195,1715
623,0,2.0,2,48.16373232524819,2435
624,0,3.0,2,82.07539185626212,1970
625,0,2.0,1,56.724661728007725,2145
626,0,1.0,1,51.99524337534798,1714
627,0,2.0,2,0.014609207628367926,2298
628,1,1.0,3,32.427880531466336,1966
629,0,2.0,2,50.41041339149886,1279
630,0,4.0,3,53.973325054079574,2103
631,1,1.0,1,,1605
632,1,0.0,2,35.42456942647442,1927
633,0,1.0,2,61.06894034501639,1912
634,0,4.0,2,22.33578540533285,1976
635,0,2.0,2,52.67459447447079,2219
636,0,0.0,1,74.7590706297811,1873
637,0,1.0,1,57.70939258223641,2044
638,0,0.0,4,56.70973486331954,1547
639,0,3.0,1,9.596971016444726,1867
640,0,1.0,1,33.56174447164207,1703
641,0,2.0,1,91.0840366718208,1314
642,0,2.0,1,38.01676164908136,1407
643,0,3.0,2,75.28952419094136,1683
644,0,2.0,2,37.783182212874344,1790
645,0,1.0,3,44.44358996981074,1773
646,1,4.0,1,,2005
647,0,2.0,2,,2062
648,0,2.0,3,57.630249020021594,2469
649,1,1.0,4,,1728
650,0,4.0,4,27.274596210624868,2521
651,0,1.0,2,32.28256771218997,1931
652,0,3.0,1,39.35363717075266,2273
653,0,2.0,1,45.41437235885178,1699
654,1,,3,70.74550761279642,1910
655,0,1.0,3,51.74682912050096,1810
656,0,0.0,2,,1393
657,0,1.0,1,52.83202025160264,1751
658,0,1.0,2,27.69131492942448,1976
659,0,1.0,1,50.34539052011298,1980
660,0,3.0,1,52.615642203830724,2921
661,0,2.0,1,65.19846442682615,1785
662,1,,3,28.628238607130704,2596
663,0,0.0,1,9.191782697032792,1935
664,0,1.0,2,53.525276303409946,1765
665,0,1.0,1,57.07700003176761,1370
666,0,5.0,2,46.41230387365904,2079
667,0,5.0,2,50.56041801453582,1822
668,0,3.0,3,67.5754475716561,1786
669,0,3.0,1,40.82388846944983,2228
670,0,2.0,1,44.42718315682842,1832
671,0,2.0,2,51.58072889227664,1507
672,1,2.0,1,25.603706416613147,2692
673,0,0.0,1,46.962055499044915,2002
674,0,2.0,2,48.72513365331588,1828
675,0,1.0,2,82.74084428640549,1994
676,1,2.0,1,44.037686847430784,2625
677,0,2.0,1,54.00022479888934,2375
678,0,4.0,3,68.37235210779485,2191
679,1,4.0,2,33.25030549379144,2707
680,1,2.0,1,77.51480773752333,1889
681,1,2.0,1,85.27740464114555,2059
682,0,4.0,2,,1819
683,0,2.0,1,39.2114787708124,1695
684,0,4.0,3,82.54238848780776,2075
685,1,0.0,2,65.91261745536296,2126
686,0,0.0,1,51.639384093276725,1816
687,0,2.0,3,78.53687639231404,1911
688,0,2.0,1,,1565
689,1,3.0,1,43.27486092083554,2636
690,0,3.0,2,54.974597065983,2047
691,0,4.0,2,61.53584975851913,1735
692,0,1.0,1,50.574600597757026,2363
693,0,2.0,1,22.18258818191439,2082
694,0,1.0,1,31.234809926035073,1786
695,0,1.0,1,22.834744290795456,2242
696,0,5.0,2,59.858486060480075,1886
697,0,1.0,2,26.312953657525114,1954
698,0,3.0,1,53.8483614163486,1939
699,0,1.0,1,86.63807652550315,1395
